,bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
48,12119374,스시우찌,,Q,음식,Q03,일식/수산물,Q03A03,음식점-초밥전문,I56113,일식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106600017,1,대지,660,17,서울특별시 강남구 신사동 660-17,116804166524,서울특별시 강남구 압구정로46길,5,6,1168010700106600017009725,압구정로데오스타,서울특별시 강남구 압구정로46길 5-6,135897,06018,,1,,127.037191137469,37.5279705320989
49,12129481,우텐더,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106430020,1,대지,643,20,서울특별시 강남구 신사동 643-20,116804166523,서울특별시 강남구 압구정로42길,25,10,1168010700106430020012010,,서울특별시 강남구 압구정로42길 25-10,135896,06017,,1,,127.03577827259,37.5269858696913
50,12228400,쉐이크쉑,청담점,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106520016,1,대지,652,16,서울특별시 강남구 신사동 652-16,116802122001,서울특별시 강남구 도산대로,327,,1168010700106520016010687,,서울특별시 강남구 도산대로 327,135897,06019,,,,127.037581707952,37.5231080360865
51,12257729,현대족발,,Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,4,,127.028389700389,37.532277554838
52,12259107,BMC,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,2,,127.028389700389,37.532277554838
53,12262424,현대떡집,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,1,,127.028389700389,37.532277554838
54,12262462,낙원떡집,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,1,,127.028389700389,37.532277554838
55,12263810,미도김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,1,,127.028389700389,37.532277554838
56,12271797,궁중스넥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,1,,127.028389700389,37.532277554838
57,12293422,향토면옥,,Q,음식,Q01,한식,Q01A19,냉면집,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104540000,1,대지,454,,서울특별시 강남구 압구정동 454,116804166514,서울특별시 강남구 압구정로29길,72,1,1168011000104540000004794,신사상가,서울특별시 강남구 압구정로29길 72-1,135903,06004,,2,,127.028389700389,37.532277554838
58,12327415,신전떡볶이,신사점,Q,음식,Q08,제과제빵떡케익,Q08A04,떡/한과집,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106130001,1,대지,613,1,서울특별시 강남구 신사동 613-1,116804166519,서울특별시 강남구 압구정로34길,14,,1168010700106130001009834,,서울특별시 강남구 압구정로34길 14,135894,06022,,,,127.030559849577,37.5272044535144
59,12328330,에스프레소로이,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000103690001,1,대지,369,1,서울특별시 강남구 압구정동 369-1,116804166514,서울특별시 강남구 압구정로29길,71,,1168011000103690001004767,현대아파트,서울특별시 강남구 압구정로29길 71,135787,06002,,1,,127.028304754856,37.5335923889483
60,12329536,계식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106420008,1,대지,642,8,서울특별시 강남구 신사동 642-8,116804166598,서울특별시 강남구 언주로170길,37,,1168010700106420008009916,,서울특별시 강남구 언주로170길 37,135896,06017,,1,,127.036722189249,37.526606120349
61,12331230,쿠킹라이브러리,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106450022,1,대지,645,22,서울특별시 강남구 신사동 645-22,116804166524,서울특별시 강남구 압구정로46길,46,,1168010700106450022010133,,서울특별시 강남구 압구정로46길 46,135896,06020,,,,127.035637063603,37.5256511604697
62,12331764,커피하우스페이지원,페이지원,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106400011,1,대지,640,11,서울특별시 강남구 신사동 640-11,116804166600,서울특별시 강남구 언주로172길,25,,1168010700106400011009776,,서울특별시 강남구 언주로172길 25,135896,06017,,,,127.036020190485,37.5275284754155
63,12436730,류케이웨이브커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106520014,1,대지,652,14,서울특별시 강남구 신사동 652-14,116802122001,서울특별시 강남구 도산대로,331,,1168010700106520014010639,,서울특별시 강남구 도산대로 331,135897,06019,,1,,127.038099857038,37.5232834572078
64,12444527,브릿지앤드,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106170003,1,대지,617,3,서울특별시 강남구 신사동 617-3,116803122007,서울특별시 강남구 압구정로,230,,1168010700106170003000001,LF서관,서울특별시 강남구 압구정로 230,135894,06023,,1,,127.033164694649,37.5287485834847
65,12447174,룽청,신사점,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700105890009,1,대지,589,9,서울특별시 강남구 신사동 589-9,116804166145,서울특별시 강남구 논현로152길,23,,1168010700105890009011229,알파빌딩,서울특별시 강남구 논현로152길 23,135893,06025,,1,,127.030124505321,37.5215062340982
66,12450765,메이플,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700105870012,1,대지,587,12,서울특별시 강남구 신사동 587-12,116802122001,서울특별시 강남구 도산대로,215,,1168010700105870012011466,나현빌딩,서울특별시 강남구 도산대로 215,135892,06026,,-1,,127.030168119545,37.5207587191625
67,12451512,하남돼지집압구정로데오점,압구정로데오점,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106420004,1,대지,642,4,서울특별시 강남구 신사동 642-4,116804166524,서울특별시 강남구 압구정로46길,27,,1168010700106420004009880,명원빌딩,서울특별시 강남구 압구정로46길 27,135896,06017,,1,,127.036402544419,37.5268287756258
68,12462914,반스,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000103690001,1,대지,369,1,서울특별시 강남구 압구정동 369-1,116804166514,서울특별시 강남구 압구정로29길,71,,1168011000103690001004767,현대아파트,서울특별시 강남구 압구정로29길 71,135787,06002,,1,,127.028304754856,37.5335923889483
69,12463563,타카라,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106590000,1,대지,659,,서울특별시 강남구 신사동 659,116804166525,서울특별시 강남구 압구정로48길,15,,1168010700106590000009760,대원칸타빌아파트,서울특별시 강남구 압구정로48길 15,135897,06018,,2,,127.037253721872,37.527502495572
70,12464314,파블로코리아,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104940000,1,대지,494,,서울특별시 강남구 압구정동 494,116803122007,서울특별시 강남구 압구정로,343,,1168011000104940000004966,갤러리아백화점,서울특별시 강남구 압구정로 343,135902,06008,,-1,,127.040035799979,37.5284712464894
71,12467668,라메종뒤쇼콜라,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104940000,1,대지,494,,서울특별시 강남구 압구정동 494,116803122007,서울특별시 강남구 압구정로,343,,1168011000104940000004966,갤러리아백화점,서울특별시 강남구 압구정로 343,135902,06008,,,,127.040035799979,37.5284712464894
72,12486298,마제스티,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106520016,1,대지,652,16,서울특별시 강남구 신사동 652-16,116802122001,서울특별시 강남구 도산대로,327,,1168010700106520016010687,,서울특별시 강남구 도산대로 327,135897,06019,,16,,127.037581707952,37.5231080360865
73,12486722,킨조미야비,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106170009,1,대지,617,9,서울특별시 강남구 신사동 617-9,116804166601,서울특별시 강남구 언주로173길,8,,1168010700106170009009683,강산빌딩,서울특별시 강남구 언주로173길 8,135894,06023,,2,,127.032784715455,37.5283850516898
74,12491179,소울,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106540007,1,대지,654,7,서울특별시 강남구 신사동 654-7,116804166283,서울특별시 강남구 도산대로53길,19,,1168010700106540007027114,,서울특별시 강남구 도산대로53길 19,135897,06019,,1,,127.038356887512,37.524411865409
75,12508155,스피카,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106280000,1,대지,628,,서울특별시 강남구 신사동 628,116804166275,서울특별시 강남구 도산대로37길,20,,1168010700106280000010965,,서울특별시 강남구 도산대로37길 20,135895,06026,,1,,127.031472117194,37.5222741765022
76,12509755,Z롤앤오니기리,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168011000,압구정동,1168011000104940000,1,대지,494,,서울특별시 강남구 압구정동 494,116803122007,서울특별시 강남구 압구정로,343,,1168011000104940000004966,갤러리아백화점,서울특별시 강남구 압구정로 343,135902,06008,,,,127.040035799979,37.5284712464894
77,12510591,리퍼블릭,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700105880000,1,대지,588,,서울특별시 강남구 신사동 588,116804166272,서울특별시 강남구 도산대로33길,8,,1168010700105880000012034,산도빌딩,서울특별시 강남구 도산대로33길 8,135893,06026,,1,,127.030196689835,37.5211734376552
78,12518415,카시나,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106450008,1,대지,645,8,서울특별시 강남구 신사동 645-8,116804166594,서울특별시 강남구 언주로164길,13,,1168010700106450008010162,,서울특별시 강남구 언주로164길 13,135896,06020,,1,,127.034484722388,37.525524608625
79,12519928,트라이비푸드바로크,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106450022,1,대지,645,22,서울특별시 강남구 신사동 645-22,116804166524,서울특별시 강남구 압구정로46길,46,,1168010700106450022010133,,서울특별시 강남구 압구정로46길 46,135896,06020,,1,,127.035637063603,37.5256511604697
